id;cname;cpath;clogourl;title;path;tags;city;detailtags;imgurl;img;logo;ctype;cindustry;csize;jexperience;jtype;jsubtype;jlocation;jcontract;jremote;jsalary
178;ComExplorer;/company/comexplorer-2034;https://api.azertyjobs.com/companies/2034/logo.png?4mvYJ;Assistant(e) Responsable Marketing [STAGE];/job/charge-inbound-marketing-stage-comexplorer-stage-paris;"[""STAGE"", ""Marketing / Communication""]"; Paris ;"[""Boulevard de Magenta 75010 Paris"", ""10 employÃ©s"", ""29 ans""]";;;;;;;;;;;;;
129;OuiFlash;/company/ouiflash-466;https://api.azertyjobs.com/companies/466/logo.png;DÃ©veloppeur PHP [CDI];/job/developpeur-php-ouiflash-cdi-paris;"[""CDI"", ""IT & Dev""]"; Paris ;"[""17 Rue de Turbigo 75002 Paris""]";;;;;;;;;;;;;
177;WITY;/company/wity-3270;https://api.azertyjobs.com/companies/3270/logo_86096ea0a186f4e3ab1371ce970b5d2e.png;Business Developer [CDI];/job/business-developer-wity-cdi-neuilly-sur-seine;"[""CDI"", ""Business Development / Sales""]"; Neuilly Sur Seine ;"[""20-26 boulevard du parc 92200 Neuilly Sur Seine""]";;;;;;;;;;;;;
180;AskHub.io;/company/askhubio-3252;https://api.azertyjobs.com/companies/3252/logo.png?LwOmH;Lead Developer [CDI];/job/lead-developer-askhubio-cdi-paris;"[""CDI"", ""IT & Dev""]"; Paris ;"[""9 rue Dareau 75014 Paris""]";;;;;;;;;;;;;
124;WayzUp;/company/wayzup-2256;https://api.azertyjobs.com/companies/2256/logo.png?rdbjw;Product Manager [CDI] (H/F) ;/job/product-manager-hf-wayzup-cdi-paris;"[""CDI"", ""Design & UX-UI""]"; Paris ;"[""130 rue de Lourmel 75015 Paris"", ""12 employÃ©s""]";;;;;;;;;;;;;
125;WayzUp;/company/wayzup-2256;https://api.azertyjobs.com/companies/2256/logo.png?rdbjw;Bras droit Marketing & StratÃ©gie [STAGE];/job/bras-droit-marketing-strategie-wayzup-stage-paris;"[""STAGE"", ""Marketing / Communication""]"; Paris ;"[""130 rue de Lourmel 75015 Paris"", ""12 employÃ©s""]";;;;;;;;;;;;;
126;Agricool;/company/agricool-784;https://api.azertyjobs.com/companies/784/logo.jpg?1y6SS;Community Builder [STAGE];/job/community-builder-agricool-stage-la-courneuve;"[""STAGE"", ""Marketing / Communication""]"; La Courneuve ;"[""139 rue rateau 93120 La Courneuve""]";;;;;;;;;;;;;
127;Younited Credit;/company/younited-credit-1161;https://api.azertyjobs.com/companies/1161/logo.png;Analyste CrÃ©dit (H/F) [CDI];/job/analyste-credit-hf-cdi-younited-credit-cdi-paris;"[""CDI"", ""Autre""]"; Paris ;"[""Rue Drouot 75009 Paris""]";;;;;;;;;;;;;
181;CozyCloud;/company/cozycloud-304;https://api.azertyjobs.com/companies/304/logo.png;Front Developers Positions [CDI];/job/front-developers-positions-cozycloud-cdi-paris;"[""CDI"", ""IT & Dev""]"; Paris ;"[""27 Rue de Mogador 75009 Paris"", ""30 employÃ©s"", ""5 M dÃ_Ã_Â»Ã_Â‰Ã¥ levÃ©s""]";;;;;;;;;;;;;
139;WHOOMIES;/company/whoomies-3292;https://api.azertyjobs.com/companies/3292/logo.png?1WUmd;Communication & Growth Hacking [STAGE];/job/communication-growth-hacking-whoomies-stage-paris;"[""STAGE"", ""Marketing / Communication""]"; Paris ;"[""Dauphine, Place du MarÃ©chal de Lattre de Tassigny 75016 Paris"", ""5 employÃ©s"", ""25 ans"", ""1 M dÃ_Ã_Â»Ã_Â‰Ã¥ levÃ©s"", ""30% d'hommes"", ""70% de femmes""]";;;;;;;;;;;;;
131;Destygo;/company/destygo-44;https://api.azertyjobs.com/companies/44/logo.png;UX Designer [STAGE];/job/ux-designer-destygo-stage-paris;"[""STAGE"", ""Design & UX-UI""]"; Paris ;"[""Rue de Bercy 75012 Paris""]";;;;;;;;;;;;;
133;Culinaries Media;/company/culinaries-media-3294;https://api.azertyjobs.com/companies/3294/logo.png?ummd9;Community Manager & Content [STAGE];/job/community-manager-content-stage-de-6-mois-culinaries-media-stage-paris;"[""STAGE"", ""Marketing / Communication""]"; Paris ;"[""29 rue des 3 bornes 75011 Paris""]";;;;;;;;;;;;;
144;LoisirsEnchÃ_Ã‚res;/company/loisirsencheres-2171;https://api.azertyjobs.com/companies/2171/logo.png?ozW4Y;Lead dÃ©veloppeur Ionic (iOS & Android) [CDI];/job/lead-developpeur-ionic-ios-android-loisirsencheres-cdi-bordeaux;"[""CDI"", ""IT & Dev""]"; Bordeaux ;"[""9 rue andrÃ© Darbon 33300 Bordeaux"", ""25 employÃ©s""]";;;;;;;;;;;;;
134;OuiFlash;/company/ouiflash-466;https://api.azertyjobs.com/companies/466/logo.png;Business Developer cycle court [CDD-CDI] H/F;/job/cdd-cdi-business-developer-cycle-court-hf-ouiflash-cdi-paris;"[""CDI"", ""Business Development / Sales""]"; Paris ;"[""17 Rue de Turbigo 75002 Paris""]";;;;;;;;;;;;;
135;WayzUp;/company/wayzup-2256;https://api.azertyjobs.com/companies/2256/logo.png?rdbjw;Responsable Customer Happiness [CDI];/job/responsable-customer-happiness-wayzup-cdi-paris;"[""CDI"", ""Support""]"; Paris ;"[""130 rue de Lourmel 75015 Paris"", ""12 employÃ©s""]";;;;;;;;;;;;;
136;WayzUp;/company/wayzup-2256;https://api.azertyjobs.com/companies/2256/logo.png?rdbjw;Bras Droit Marketing & StratÃ©gie [CDI];/job/bras-droit-marketing-strategie-wayzup-cdi-paris;"[""CDI"", ""Marketing / Communication""]"; Paris ;"[""130 rue de Lourmel 75015 Paris"", ""12 employÃ©s""]";;;;;;;;;;;;;
137;WayzUp;/company/wayzup-2256;https://api.azertyjobs.com/companies/2256/logo.png?rdbjw;Business Developer grands comptes [CDI];/job/business-developer-grands-comptes-wayzup-cdi-paris-1;"[""CDI"", ""Business Development / Sales""]"; Paris ;"[""130 rue de Lourmel 75015 Paris"", ""12 employÃ©s""]";;;;;;;;;;;;;
138;DAD;/company/dad-171;https://api.azertyjobs.com/companies/171/logo.png;Chef de Projet [STAGE];/job/stage-chef-de-projet-dad-stage-paris;"[""STAGE"", ""Marketing / Communication""]"; Paris ;"[""80 rue des Tournelles 75003 Paris"", ""6 employÃ©s"", ""25 ans"", ""70% d'hommes"", ""30% de femmes""]";;;;;;;;;;;;;
140;Mon Voisin Le Brasseur;/company/mon-voisin-le-brasseur-3291;https://api.azertyjobs.com/companies/3291/logo.png?QEvlc;Chief Operations Officer [ASSOCIE];/job/associe-chief-operations-officer-mon-voisin-le-brasseur-cdi-mumbai;"[""ASSOCIE"", ""Business Development / Sales""]"; Paris ;"[""Place de l'hotel de Ville 75001 Paris""]";;;;;;;;;;;;;
141;INSIDR;/company/insidr-1293;https://api.azertyjobs.com/companies/1293/logo.png;Manager des OpÃ©rations [STAGE];/job/manager-des-operations-insidr-stage-paris-2;"[""STAGE"", ""Support""]"; Paris ;"[""Rue des Lombards 75004 Paris"", ""8 employÃ©s"", ""27 ans""]";;;;;;;;;;;;;
142;Ferpection;/company/ferpection-2624;https://api.azertyjobs.com/companies/2624/logo.png;Community Success Manager [STAGE];/job/community-success-manager-ferpection-stage-paris-4;"[""STAGE"", ""Marketing / Communication""]"; Paris ;"[""55 Rue La BoÃ©tie 75008 Paris"", ""15 employÃ©s"", ""30 ans"", ""50% d'hommes"", ""50% de femmes""]";;;;;;;;;;;;;
143;Startup Sesame;/company/startup-sesame-296;https://api.azertyjobs.com/companies/296/logo.png;Startup Champion [STAGE];/job/startup-champion-startup-sesame-stage-paris;"[""STAGE"", ""Marketing / Communication""]"; Paris ;"[""17, Rue Ganneron 75018 Paris""]";;;;;;;;;;;;;
145;Ignition Program;/company/ignition-program-2887;https://api.azertyjobs.com/companies/2887/logo.png?JFE6Y;Bras droit CEO (marketing digital ou business development) @580 startups possibles [CDI];/job/bras-droit-ceo-marketing-digital-ou-business-development-at580-startups-possibles-ignition-program-cdi-paris-1;"[""CDI"", ""Marketing / Communication""]"; Paris ;"[""37 Rue de Ponthieu 75008 Paris""]";;;;;;;;;;;;;
147;Tediber;/company/tediber-537;https://api.azertyjobs.com/companies/537/logo.png;Bras Droit - Business Developper [STAGE];/job/bras-droit-business-developper-stage-tediber-stage-paris;"[""STAGE"", ""Business Development / Sales""]"; Paris ;"[""1 Bis CitÃ© Paradis 75010 Paris"", ""16 employÃ©s""]";;;;;;;;;;;;;
148;Bolden;/company/bolden-1147;https://api.azertyjobs.com/companies/1147/logo.png;Business Developer - FinTech [CDI];/job/business-developer-fintech-cdi-bolden-cdi-paris;"[""CDI"", ""Business Development / Sales""]"; Paris ;"[""9 Rue Christophe Colomb 75008 Paris""]";;;;;;;;;;;;;
149;Bolden;/company/bolden-1147;https://api.azertyjobs.com/companies/1147/logo.png;Chef de Projet Marketing Development [STAGE];/job/chef-de-projet-marketing-development-fintech-stage-bolden-stage-paris;"[""STAGE"", ""Marketing / Communication""]"; Paris ;"[""9 Rue Christophe Colomb 75008 Paris""]";;;;;;;;;;;;;
150;Bolden;/company/bolden-1147;https://api.azertyjobs.com/companies/1147/logo.png;Analyste CrÃ©dit Ã_Ã_Ã± FinTech [STAGE];/job/analyste-credit-fintech-bolden-stage-paris;"[""STAGE"", ""Autre""]"; Paris ;"[""9 Rue Christophe Colomb 75008 Paris""]";;;;;;;;;;;;;
151;MOBIBAM;/company/mobibam-3286;https://api.azertyjobs.com/companies/3286/logo_24a8860f6dcc780a3b4f79a5df19f879.jpg;Business Developer @Station F [STAGE];/job/business-developer-atstation-f-mobibam-stage-paris;"[""STAGE"", ""Business Development / Sales""]"; Paris ;"[""55 boulevard Vincent Auriol 75013 Paris"", ""7 employÃ©s""]";;;;;;;;;;;;;
152;Jaiungrain;/company/jaiungrain-415;https://api.azertyjobs.com/companies/415/logo.png;Growth Hacker & Community Manager - Box CafÃ© [STAGE];/job/growth-hacker-community-manager-jaiungrain-stage-paris;"[""STAGE"", ""Marketing / Communication""]"; Paris ;"["" 75020 Paris""]";;;;;;;;;;;;;
153;Ornikar;/company/ornikar-334;https://api.azertyjobs.com/companies/334/logo.png?8u0Q0;Customer Support Hero [STAGE];/job/customer-support-hero-stage-ornikar-stage-paris;"[""STAGE"", ""Support""]"; Paris ;"[""34 boulevard de Sebastopol 75004 Paris""]";;;;;;;;;;;;;
154;BAM Karaoke Box;/company/bam-karaoke-box-2015;https://api.azertyjobs.com/companies/2015/logo.png;Bizdev [STAGE];/job/stagiaire-bizdev-bam-karaoke-box-cdi-paris;"[""Stage"", ""Business Development / Sales""]"; Paris ;"[""40 avenue de la RÃ©publique 75011 Paris""]";;;;;;;;;;;;;
155;NETATMO;/company/netatmo-3259;https://api.azertyjobs.com/companies/3259/logo_861b6ca18c3bf635214b6ce2c0b56928.jpg;Chef de produit Lancement nouveau produit [STAGE];/job/stage-chef-de-produit-lancement-nouveau-produit-netatmo-boulogne-billancourt;"[""STAGE"", ""IT & Dev""]"; Boulogne-Billancourt ;"[""93 rue Nationale 92100 Boulogne-Billancourt""]";;;;;;;;;;;;;
156;Clickandboat;/company/clickandboat-1989;https://azertyjobs.com/app/uploads/2017/04/azertyjobs_logo-carreÌÅ-texte-1024x1024.png;Resp. Communication / Community Management [STAGE];/job/resp-communication-community-management-clickandboat-stage-paris-hf-5;"[""Stage"", ""Marketing / Communication""]"; Boulogne Billancourt ;"[""PÃ©niche West River, face au 10 quai du 4 septembre 92100 Boulogne-Billancourt""]";;;;;;;;;;;;;
158;EDCOM;/company/edcom-3282;https://api.azertyjobs.com/companies/3282/logo.png?r1BCP;DÃ©veloppeur web PHP/MySQL [CDI];/job/developpeur-web-phpmysql-hf-edcom-cdi-rennes;"[""CDI"", ""IT & Dev""]"; Rennes ;"[""2 rue micheline Ostermeyer 35000 Rennes"", ""8 employÃ©s"", ""36 ans"", ""40% d'hommes"", ""60% de femmes""]";;;;;;;;;;;;;
159;TEEMO;/company/teemo-1660;https://api.azertyjobs.com/companies/1660/logo.png?VpHcW;Chief Happiness Officer [CDI];/job/chief-happiness-officer-hf-databerries-cdi-paris;"[""CDI"", ""Autre""]"; Paris ;"[""39 rue Godot de Mauroy 75009 Paris""]";;;;;;;;;;;;;
160;eskis;/company/eskis-3280;https://api.azertyjobs.com/companies/3280/logo.png?7XAlQ;Social Media Manager [STAGE];/job/social-media-manager-eskis-stage-annecy;"[""STAGE"", ""Marketing / Communication""]"; Annecy ;"[""178 route de Cran Gevrier 74650 Annecy"", ""4 employÃ©s"", ""26 ans"", ""75% d'hommes"", ""25% de femmes""]";;;;;;;;;;;;;
161;Ma Petite Ecurie;/company/ma-petite-ecurie-3277;https://api.azertyjobs.com/companies/3277/logo.jpg?xIL9q;Business Developper - Account Manager [STAGE];/job/business-developper-account-manager-ma-petite-ecurie-stage-paris;"[""STAGE"", ""Business Development / Sales""]"; Paris ;"[""rue de vaugirard 75015 Paris""]";;;;;;;;;;;;;
182;Paydone.;/company/paydone-3267;https://api.azertyjobs.com/companies/3267/logo.png?IHQqu;DÃ©veloppeur Mobile [ASSOCIE];/job/developpeur-mobile-associe-paydone-stage-paris;"[""ASSOCIE"", ""IT & Dev""]"; PARIS ;"[""33 rue Lamarck 75018 PARIS"", ""3 employÃ©s"", ""27 ans""]";;;;;;;;;;;;;
162;LearnAssembly;/company/learnassembly-2929;https://api.azertyjobs.com/companies/2929/logo.png;Business Developer [STAGE];/job/business-developer-learnassembly-stage-paris-1;"[""STAGE"", ""Business Development / Sales""]"; Paris ;"[""Rue de ClÃ©ry 75002 Paris""]";;;;;;;;;;;;;
163;BIOMODEX;/company/biomodex-854;https://api.azertyjobs.com/companies/854/logo.png;Bras Droit COO [STAGE];/job/stage-bras-droit-coo-biomodex-stage-paris;"[""STAGE"", ""Autre""]"; Paris ;"[""Rue de la Roquette 75011 Paris""]";;;;;;;;;;;;;
166;Maddyness;/company/maddyness-3150;https://azertyjobs.com/app/uploads/2016/07/Logo-Maddyness-CarreÌÅ-1024x1013.png;RÃ©alisateur / RÃ©alisatrice [CDI];/job/realisateur-realisatrice-cdi-maddyness-cdi-paris;"[""CDI"", ""Autre""]"; Paris ;"[""59 rue Beaubourg 75003 Paris"", ""20 employÃ©s"", ""27 ans"", ""40% d'hommes"", ""60% de femmes""]";;;;;;;;;;;;;
164;Bolden;/company/bolden-1147;https://api.azertyjobs.com/companies/1147/logo.png;Data Engineer Ã_Ã_Ã± FinTech [CDI];/job/data-engineer-fintech-hf-bolden-cdi-paris;"[""CDI"", ""IT & Dev""]"; Paris ;"[""9 Rue Christophe Colomb 75008 Paris""]";;;;;;;;;;;;;
167;Les Others;/company/les-others-3278;https://api.azertyjobs.com/companies/3278/logo_d58a8a770c7e1cc9b5d4a0f03eb62f1f.jpg;Video Content Creator (cadreur, monteur, motion designer) [STAGE];/job/video-content-creator-cadreur-monteur-motion-designer-les-others-stage-paris;"[""STAGE"", ""Design & UX-UI""]"; Paris ;"[""18 rue Saulnier 75009 PARIS""]";;;;;;;;;;;;;
165;Bolden;/company/bolden-1147;https://api.azertyjobs.com/companies/1147/logo.png;Front End Developer Ã_Ã_Ã± FinTech [CDI];/job/front-end-developer-fintech-hf-bolden-cdi-paris;"[""CDI"", ""IT & Dev""]"; Paris ;"[""9 Rue Christophe Colomb 75008 Paris""]";;;;;;;;;;;;;
168;Koober;/company/koober-2145;https://api.azertyjobs.com/companies/2145/logo.png;Customer Happiness Manager Junior [STAGE];/job/stage-customer-happiness-manager-junior-koober-stage-paris;"[""STAGE"", ""Support""]"; Paris ;"[""157 Boulevard Macdonald 75019 Paris""]";;;;;;;;;;;;;
170;Citygoo;/company/citygoo-2141;https://api.azertyjobs.com/companies/2141/logo_58cd07ee2cd83a96e6473babd0df8b84.jpg;Marketing mobile et communication digitale [STAGE];/job/stage-marketing-mobile-et-communication-digitale-citygoo-stage-issy-les-moulineaux;"[""STAGE"", ""Marketing / Communication""]"; Issy-les-Moulineaux ;"[""boulevard Gambetta 92130 Issy-les-Moulineaux""]";;;;;;;;;;;;;
171;Clickandboat;/company/clickandboat-1989;https://azertyjobs.com/app/uploads/2017/04/azertyjobs_logo-carreÌÅ-texte-1024x1024.png;Webmarketing SEO / SEA [STAGE];/job/webmarketing-seo-sea-stage-clickandboat-stage-boulogne-billancourt;"[""STAGE"", ""Marketing / Communication""]"; Boulogne-Billancourt ;"[""PÃ©niche West River, face au 10 quai du 4 septembre 92100 Boulogne-Billancourt""]";;;;;;;;;;;;;
146;Firebnb;/company/firebnb-1021;https://api.azertyjobs.com/companies/1021/logo.png; Bras Droit du CEO [STAGE CÃ_Â_SURE];/job/annonce-stage-cesure-bras-droit-du-ceo-firebnb-stage-paris;"[""STAGE"", ""Autre""]"; Paris ;"[""Avenue de la RÃ©publique 75011 Paris""]";;;;;;;;;;;;;
157;LOMA Innovation S.A.S.;/company/loma-innovation-sas-3283;https://api.azertyjobs.com/companies/3283/logo.png?90Nbs;Business Developpement [ASSOCIÃ_Â_];/job/associe-business-developpement-loma-innovation-sas-cdi-vitry-sur-seine;"[""ASSOCIE"", ""Business Development / Sales""]"; Vitry-sur-Seine ;"[""15 rue des Clotais 94360 Bry-sur-Marne"", ""3 employÃ©s"", ""21 ans"", ""0 M dÃ_Ã_Â»Ã_Â‰Ã¥ levÃ©s"", ""83% d'hommes"", ""17% de femmes""]";;;;;;;;;;;;;
172;Manners;/company/manners-652;https://api.azertyjobs.com/companies/652/logo.png;Assistant Responsable Communication [STAGE];/job/assistant-responsable-communication-manners-stage-paris;"[""STAGE"", ""Marketing / Communication""]"; Paris ;"[""24 Avenue Marceau 75008 Paris""]";;;;;;;;;;;;;
173;GrowDC;/company/growdc-3276;https://api.azertyjobs.com/companies/3276/logo_f36d8c72022afd398c9094e860732313.png;DÃ©veloppeur Front End [STAGE];/job/developpeur-front-end-growdc-stage-montreuil;"[""STAGE"", ""IT & Dev""]"; Montreuil ;"[""71 rue Robespierre 93100 Montreuil""]";;;;;;;;;;;;;
174;ALTERFOOD;/company/alterfood-1257;https://api.azertyjobs.com/companies/1257/logo.png;Responsable des opÃ©rations junior [ CDI ];/job/responsable-des-operations-junior-cdi-alterfood-cdi-paris;"[""CDI"", ""Support""]"; Paris ;"[""Place de la madeleine 75009 PARIS""]";;;;;;;;;;;;;
169;LeCiseau;/company/leciseau-236;https://api.azertyjobs.com/companies/236/logo.png;Account Manager [STAGE];/job/account-manager-leciseau-stage-paris-6e-arrondissement;"[""STAGE"", ""Business Development / Sales""]"; Paris ;"[""76, rue de Rennes 75006 Paris-6E-Arrondissement"", ""6 employÃ©s"", ""27 ans"", ""1 M dÃ_Ã_Â»Ã_Â‰Ã¥ levÃ©s""]";;;;;;;;;;;;;
175;Sloft magazine;/company/sloft-magazine-382;https://api.azertyjobs.com/companies/382/logo.jpg?zZCiG;Editeur Junior [STAGE];/job/editeur-junior-du-web-magazine-sloft-magazine-sloft-magazine-stage-paris;"[""STAGE"", ""Marketing / Communication""]"; Paris ;"[""28 Rue du Chemin Vert 75011 Paris"", ""4 employÃ©s"", ""25 ans"", ""1 M dÃ_Ã_Â»Ã_Â‰Ã¥ levÃ©s"", ""50% d'hommes"", ""50% de femmes""]";;;;;;;;;;;;;
176;WITY;/company/wity-3270;https://api.azertyjobs.com/companies/3270/logo_86096ea0a186f4e3ab1371ce970b5d2e.png;Lead Developer Web PHP / Symfony 2-3 [CDI];/job/lead-developer-web-php-symfony-2-3-wity-cdi-neuilly-sur-seine;"[""CDI"", ""IT & Dev""]"; Neuilly-sur-Seine ;"[""20-26 boulevard du parc 92200 Neuilly Sur Seine""]";;;;;;;;;;;;;
183;ThingType;/company/thingtype-639;https://api.azertyjobs.com/companies/639/logo.png;DÃ©veloppeur Front End [STAGE];/job/developpeur-front-end-thingtype-stage-paris-1;"[""STAGE"", ""IT & Dev""]"; Paris ;"[""Rue Dareau 75014 Paris""]";;;;;;;;;;;;;
179;Koober;/company/koober-2145;https://api.azertyjobs.com/companies/2145/logo.png;UX/UI Designer [STAGE];/job/stage-uxui-designer-koober-cdi-paris;"[""Stage"", ""Design & UX-UI""]"; Paris ;"[""157 Boulevard Macdonald 75019 Paris""]";;;;;;;;;;;;;
123;DIGITOOLS IO;/company/digitools-io-264;https://api.azertyjobs.com/companies/264/logo.png;Social media manager / Community Manager [STAGE];/job/social-media-manager-community-manager-digitools-io-stage-paris;"[""STAGE"", ""Marketing / Communication""]"; Paris ;"[""5 villa du clos de malevart  75011 Paris"", ""26 ans""]";;;;startup;tech;;0;;;;;;
128;ALTERFOOD;/company/alterfood-1257;https://api.azertyjobs.com/companies/1257/logo.png; Assistant(e) commercial grands comptes & export [ STAGE];/job/assistant-charge-de-developpement-commerce-international-stage-alterfood-stage-paris;"[""STAGE"", ""Business Development / Sales""]"; PARIS ;"[""Place de la madeleine 75009 PARIS""]";;;;;;;;;;;;;
130;Younited Credit;/company/younited-credit-1161;https://api.azertyjobs.com/companies/1161/logo.png;Data Scientist Junior (H/F) [STAGE];/job/data-scientist-junior-hf-stage-younited-credit-stage-paris;"[""STAGE"", ""Autre""]"; Paris ;"[""Rue Drouot 75009 Paris""]";;;;tpe;rh;;1;;;;;;
132;Culinaries Media;/company/culinaries-media-3294;https://api.azertyjobs.com/companies/3294/logo.png?ummd9;Responsable des OpÃ©rations et Service Client [STAGE];/job/responsable-des-operations-et-service-client-stage-de-6-mois-culinaries-media-stage-paris;"[""STAGE"", ""Business Development / Sales""]"; Paris ;"[""29 rue des 3 bornes 75011 Paris""]";;;;;;;;;;;;;